type,client,tx,amount
chargeback,3231,2596,
withdrawal,37116,3420,7094.97
chargeback,27294,2727,
deposit,10605,3421,430.81162645
resolve,23550,559,
withdrawal,18415,3422,3868.005421
withdrawal,58242,3423,4538.2470354
dispute,33426,1909,
chargeback,64666,289,
chargeback,50905,1690,
chargeback,30506,3365,
deposit,57908,3424,7186.74838
dispute,29011,2779,
dispute,17608,2475,
deposit,15201,3425,5561.306
deposit,44626,3426,9389.56633
chargeback,21874,2678,
withdrawal,10333,3427,164.54962819
withdrawal,56297,3428,4804.29825578
resolve,24574,251,
deposit,24334,3429,109.959801
resolve,43334,1452,
resolve,63537,2741,
chargeback,44343,2015,
withdrawal,16761,3430,4788.338370
withdrawal,20472,3431,9698.49318570
withdrawal,41287,3432,7577.3516
chargeback,19707,1102,
dispute,20463,93,
deposit,20755,3433,8707.49
chargeback,23830,1320,
chargeback,47002,1898,
deposit,46068,3434,1728.47916486
resolve,45417,2104,
deposit,49574,3435,9869.4465
withdrawal,25498,3436,4006.3877
resolve,59922,287,
resolve,54720,2873,
dispute,24464,205,
chargeback,53265,784,
resolve,27203,1983,
withdrawal,21172,3437,7005.7030674
dispute,57867,2808,
dispute,60425,2786,
resolve,64315,2599,
dispute,774,671,
dispute,63688,607,
deposit,57780,3438,4579.76
chargeback,48510,1046,
deposit,3685,3439,4297.6360340
chargeback,26054,3249,
deposit,29778,3440,8726.577857
dispute,13880,3203,
resolve,1405,3123,
deposit,50503,3441,2275.03336
chargeback,3497,662,
deposit,29199,3442,364.15561
deposit,46526,3443,3991.9331862
deposit,27577,3444,8949.826325
chargeback,16852,306,
withdrawal,20799,3445,3938.39749
resolve,60415,3218,
deposit,10696,3446,5949.1080064
deposit,40806,3447,8775.577
withdrawal,48076,3448,1207.36156
deposit,22651,3449,8842.1060
withdrawal,41628,3450,523.400478
deposit,29922,3451,7770.90
resolve,16431,2991,
withdrawal,55898,3452,119.70
resolve,55152,1145,
dispute,30599,1105,
chargeback,9313,1627,
chargeback,56174,308,
resolve,23966,2028,
resolve,46068,3434,
resolve,50432,1888,
resolve,2419,488,
withdrawal,2087,3453,248.98399413
withdrawal,abc,123,10.5
withdrawal,21382,3454,5596.27804058
chargeback,45617,1701,
chargeback,60126,2494,
resolve,43926,3029,
withdrawal,3927,3455,309.39670329
chargeback,48542,3329,
withdrawal,17288,3456,492.517593
deposit,59704,3457,7340.33829456
deposit,35459,3458,3572.682175
chargeback,1104,2627,
resolve,38509,1239,
dispute,61559,2242,
withdrawal,34840,3459,7507.043917
withdrawal,10922,3460,6492.68475
withdrawal,8519,3461,7184.5744
resolve,64529,563,
chargeback,35636,2738,
resolve,9611,1369,
chargeback,61559,1173,
withdrawal,42458,3462,2108.27502
withdrawal,54574,3463,9800.355459
deposit,57835,3464,88.4409023
withdrawal,5000,3465,9885.89
deposit
chargeback,51867,1212,
deposit,46984,3466,9905.44929
resolve,30752,1347,
withdrawal,3514,3467,6729.830646
withdrawal,24027,3468,7589.4178
resolve,13119,3397,
chargeback,35363,931,
dispute,13438,2334,
chargeback,28276,589,
chargeback,19789,3359,
resolve,24175,2125,
deposit,55378,3469,3083.67015
withdrawal,31551,3470,3089.6225
dispute,34961,567,
withdrawal,abc,123,10.5
chargeback,27310,217,
chargeback,37700,1189,
chargeback,58026,1235,
resolve,8380,627,
dispute,1,2,10.0
deposit,23978,3471,1451.35870152
deposit,50435,3472,8464.280836
chargeback,17947,2420,
resolve,41317,2272,
withdrawal,41412,3473,791.9370088
chargeback,53904,1896,
resolve,12984,1942,
dispute,57608,2476,
deposit,49778,3474,6584.19397756
dispute,18649,1552,
deposit,61796,3475,3266.6737
chargeback,62714,2783,
withdrawal,22609,3476,8336.1130
chargeback,45350,2815,
withdrawal,61005,3477,4310.545706
chargeback,48743,1423,
chargeback,20074,2244,
withdrawal,41824,3478,7038.40235194
withdrawal,32481,3479,4228.9637
chargeback,6226,3221,
resolve,65069,867,
chargeback,28055,2035,
resolve,57809,1373,
dispute,58598,135,
deposit,33369,3480,2459.44
dispute,6045,1391,
deposit,12421,3481,7124.272712
chargeback,64114,2952,
deposit,25380,3482,4645.2356
deposit,46143,3483,6313.7520
deposit,28886,3484,3214.87543441
dispute,46570,2340,
chargeback,64043,2826,
deposit,50632,3485,2061.74
chargeback,20506,3075,
resolve,43155,340,
dispute,15458,1621,
deposit,39922,3486,4089.6802
chargeback,57173,1799,
chargeback,45395,576,
dispute,21204,1278,
chargeback,33587,1757,
deposit,43103,3487,8543.48171951
dispute,8776,2145,
withdrawal,10070,3488,3144.17756973
dispute,39586,3255,
resolve,52733,374,
deposit,13605,3489,6794.64793
withdrawal,7756,3490,661.781226
dispute,774,2622,
resolve,26060,781,
resolve,29198,2979,
withdrawal,17787,3491,1748.9020
dispute,42538,667,
deposit,49380,3492,3760.877
dispute,54747,926,
withdrawal,38456,3493,1650.3997183
resolve,54624,2392,
withdrawal,32381,3494,6558.3906
deposit,1,2,-50.0
dispute,29048,1231,
deposit,59362,3495,4794.67161053
resolve,52744,1806,
withdrawal,10401,3496,2486.2726
dispute,17763,2733,
deposit,20895,3497,6957.28
dispute,41777,1216,
withdrawal,6822,3498,1378.5169
deposit,49873,3499,347.83049086
dispute,45399,2725,
dispute,11006,1300,
dispute,26694,2875,
withdrawal,3100,3500,5533.760
resolve,25551,3147,
deposit,61503,3501,6565.0662274
withdrawal,13453,3502,4470.28347
chargeback,32152,1069,
withdrawal,38177,3503,3664.76936240
withdrawal,29830,3504,2051.73413
deposit,64297,3505,2693.90
withdrawal,33500,3506,8148.4277267
chargeback,50068,2210,
withdrawal,50640,3507,6212.55461
deposit,60391,3508,7836.77978
withdrawal,17434,3509,7260.72
deposit,6983,3510,7783.93852528
randomtype,1,2,5.0
chargeback,39847,2970,
dispute,1880,1092,
deposit,1,2,-50.0
chargeback,63922,1999,
withdrawal,41315,3511,3573.931286
resolve,37794,1905,
resolve,46068,3434,
withdrawal,58061,3512,3816.19
resolve,47989,500,
deposit,1,2,-50.0
dispute,37567,1110,
chargeback,54638,1735,
chargeback,27338,1699,
chargeback,34716,452,
deposit,4206,3513,2449.229219
randomtype,1,2,5.0
withdrawal,27866,3514,232.41042724
chargeback,56896,1978,
dispute,19819,1879,
chargeback,34143,989,
resolve,25572,2960,
resolve,18739,1765,
dispute,29775,1506,
deposit,1693,3515,6501.340
deposit,30640,3516,2247.70101055
dispute,8707,3140,
resolve,43296,3127,
resolve,59566,107,
deposit,47810,3517,6004.3066855
resolve,39386,2146,
chargeback,36968,1389,
chargeback,64432,3154,
deposit,6748,3518,5071.90026778
withdrawal,15436,3519,2613.103
dispute,46482,1242,
withdrawal,22008,3520,1988.59281251
resolve,50905,1690,
chargeback,56696,1492,
withdrawal,36971,3521,4338.7844
withdrawal,26186,3522,9808.160
withdrawal,6133,3523,1965.962872
withdrawal,50134,3524,7331.89039900
deposit,39888,3525,4109.945
deposit,49136,3526,2520.117
dispute,53010,2102,
resolve,5976,273,
dispute,20352,2075,
chargeback,25216,1574,
resolve,51934,2479,
resolve,47225,2797,
deposit,2404,3527,5353.2112
resolve,61135,1208,
withdrawal,abc,123,10.5
resolve,56609,1800,
deposit,47419,3528,5721.432
dispute,24697,1030,
chargeback,38443,787,
withdrawal,53994,3529,5946.8760766
withdrawal,28237,3530,1685.295375
withdrawal,30711,3531,1977.476906
dispute,27999,1761,
deposit,33113,3532,3474.60185
resolve,24019,2503,
resolve,28659,1227,
deposit,27497,3533,3539.17012
chargeback,36579,908,
deposit,81,3534,806.9635727
withdrawal,55561,3535,4739.94
resolve,31977,2373,
deposit,25040,3536,9383.47605
deposit,52439,3537,2316.6199
resolve,22486,394,
resolve,53730,2903,
withdrawal,63759,3538,8955.92386
deposit,25574,3539,3593.37538
resolve,49925,3039,
chargeback,45611,1964,
resolve,36084,207,
deposit,22350,3540,4607.51873547
chargeback,56505,1840,
resolve,33893,825,
withdrawal,1533,3541,9621.97122495
chargeback,8840,959,
withdrawal,21042,3542,9073.9014838
dispute,32424,1057,
deposit,55940,3543,6449.76
deposit,39353,3544,753.19
chargeback,40031,1543,
withdrawal,23549,3545,2135.731
withdrawal,37943,3546,2058.4529
dispute,19594,1823,
deposit,4891,3547,5496.5405326
withdrawal,43099,3548,6025.5317756
deposit,44216,3549,5004.459
withdrawal,9022,3550,6527.637305
resolve,40824,3297,
chargeback,16060,2166,
dispute,22541,3274,
dispute,14604,1269,
randomtype,1,2,5.0
resolve,64945,1021,
resolve,17727,617,
chargeback,56361,272,
deposit,26108,3551,6804.67461195
deposit,1,2,10.0,extra
deposit,33504,3552,2453.66168527
deposit,144,3553,1819.61174
resolve,13395,259,
resolve,7631,2487,
resolve,43123,2300,
chargeback,3497,662,
chargeback,30430,1642,
withdrawal,12168,3554,9211.5079919
dispute,55237,841,
chargeback,12984,1942,
dispute,54697,2206,
deposit,36468,3555,722.92391440
chargeback,20603,1162,
withdrawal,34089,3556,3803.1813748
resolve,7846,63,
dispute,11808,1048,
withdrawal,abc,123,10.5
dispute,56787,477,
withdrawal,7949,3557,2928.796856
withdrawal,26471,3558,7345.10
deposit,18835,3559,6917.4205
chargeback,44420,2950,
deposit,44273,3560,5798.61
deposit,1,2,-50.0
deposit,18818,3561,5308.56161439
dispute,3501,189,
resolve,26501,2427,
deposit,18076,3562,3715.8359
withdrawal,841,3563,7482.47461964
dispute,23960,2108,
resolve,60391,3508,
resolve,19638,2771,
chargeback,3736,639,
randomtype,1,2,5.0
resolve,30140,1558,
resolve,56233,1666,
dispute,40817,1123,
deposit,2126,3564,6306.14242
withdrawal,53011,3565,652.739
deposit,12205,3566,6911.4236
dispute,59055,2692,
resolve,34141,3156,
dispute,44826,1137,
deposit,61073,3567,6140.697
chargeback,52006,2308,
deposit,3104,3568,2222.05
dispute,6476,2987,
chargeback,5133,528,
dispute,25471,1546,
resolve,34105,1927,
withdrawal,21830,3569,4136.944259
deposit,19889,3570,9802.862354
resolve,44518,480,
withdrawal,35255,3571,7680.86183
dispute,58252,99,
deposit,38874,3572,3163.187397
deposit,10888,3573,6486.757
chargeback,13240,3066,
dispute,65249,1199,
dispute,34221,1852,
resolve,5727,2007,
withdrawal,59696,3574,7807.948462
withdrawal,52790,3575,8823.0997910
withdrawal,27150,3576,3093.45310986
withdrawal,57989,3577,2435.45265
deposit,17684,3578,3770.640623
dispute,17904,1197,
dispute,29626,2524,
dispute,54906,3292,
chargeback,61294,2094,
deposit,4978,3579,7478.219535
deposit,31568,3580,874.4075
withdrawal,15496,3581,6211.2115736
resolve,29863,2393,
deposit,33559,3582,5339.68120660
dispute,34628,3047,
withdrawal,24142,3583,4728.61
deposit,48269,3584,1634.6540
deposit,32016,3585,124.5314
dispute,48241,2327,
chargeback,13124,1975,
deposit,42943,3586,7855.30631193
deposit,37043,3587,4386.3327
resolve,41744,3175,
chargeback,2194,991,
deposit,35495,3588,6135.20
chargeback,47916,269,
chargeback,19649,3166,
chargeback,39767,2966,
deposit,43768,3589,8704.6191
chargeback,62659,465,
chargeback,62638,444,
deposit,1,2,-50.0
chargeback,17698,294,
withdrawal,44576,3590,9627.065
withdrawal,9790,3591,8165.3096
dispute,38240,2380,
dispute,24588,1847,
resolve,21777,732,
deposit,61028,3592,8200.053
deposit,45523,3593,5824.216560
chargeback,62659,465,
deposit,7724,3594,9735.1006597
dispute,62795,933,
withdrawal,50390,3595,3703.134132
withdrawal,10886,3596,5896.542
deposit,42730,3597,4173.6060
resolve,14040,2776,
chargeback,57780,3438,
dispute,39652,519,
dispute,10608,1257,
resolve,63587,1031,
resolve,39099,1154,
withdrawal,41357,3598,7445.05565
chargeback,43594,2397,
deposit,9356,3599,4956.91170574
resolve,13083,2885,
dispute,53019,544,
deposit,64525,3600,891.54356798
resolve,34091,3073,
dispute,34685,3380,
randomtype,1,2,5.0
withdrawal,12600,3601,2141.60248958
withdrawal,44533,3602,1925.404235
resolve,26298,708,
deposit,26466,3603,6204.380
deposit,10083,3604,5607.52438692
dispute,841,3563,
withdrawal,12461,3605,8467.98776
resolve,24655,2123,
dispute,46421,2046,
deposit,2586,3606,389.42993507
deposit,1,2,10.0,extra
resolve,14701,2435,
withdrawal,15246,3607,5703.607516
deposit,58052,3608,6015.504
chargeback,61366,1413,
chargeback,3935,1325,
dispute,45209,2140,
withdrawal,40109,3609,5623.302
dispute,12783,65,
dispute,21736,493,
dispute,44244,2527,
chargeback,49707,238,
resolve,28768,148,
deposit,34682,3610,5760.739
resolve,41495,1568,
deposit,38957,3611,8511.87
dispute,61279,669,
withdrawal,60805,3612,5166.314
deposit,11642,3613,3151.8072
deposit,18638,3614,4468.28
deposit,18047,3615,6351.347
withdrawal,6640,3616,1802.77935888
deposit,38122,3617,5883.6305840
withdrawal,63695,3618,9246.0157959
dispute,6966,3325,
dispute,32481,3479,
deposit,64761,3619,3068.539713
deposit,1,2,-50.0
withdrawal,5514,3620,2377.3666
chargeback,36015,2158,
resolve,57908,3424,
dispute,17809,3038,
deposit,30914,3621,124.766
resolve,10833,682,
dispute,21814,1032,
dispute,7103,2188,
chargeback,34565,2316,
resolve,60830,1591,
chargeback,17185,35,
deposit,35226,3622,4432.73818
deposit,32664,3623,1261.31585575
deposit,54575,3624,8394.0963
chargeback,52086,1186,
dispute,19707,1102,
resolve,65069,867,
withdrawal,43654,3625,2685.95328336
chargeback,55136,1297,
withdrawal,60868,3626,2401.3937
resolve,11329,1043,
chargeback,45374,362,
dispute,64918,786,
dispute,47411,2461,
resolve,55152,1145,
withdrawal,abc,123,10.5
withdrawal,39419,3627,8358.809559
chargeback,25885,261,
withdrawal,63050,3628,4221.83
resolve,16335,1260,
chargeback,31093,1020,
withdrawal,27156,3629,4688.14
chargeback,24294,1121,
resolve,18149,2491,
dispute,4110,1399,
deposit,54922,3630,7713.14780
withdrawal,30580,3631,6824.91951
deposit,2460,3632,6693.440222
chargeback,63994,2868,
deposit,54581,3633,2881.24274
chargeback,3875,2033,
deposit,32442,3634,3436.045
dispute,21201,481,
withdrawal,58534,3635,7678.302
resolve,56907,521,
deposit,9110,3636,4593.34
dispute,46831,3207,
chargeback,45771,3396,
withdrawal,59780,3637,3306.3372
withdrawal,10348,3638,2296.64657684
withdrawal,8339,3639,7264.552436
chargeback,63891,2684,
chargeback,35493,90,
resolve,38235,2178,
resolve,36920,638,
resolve,18149,2491,
resolve,26501,2427,
deposit,28998,3640,8489.03412477
resolve,20963,2988,
deposit,51059,3641,4202.41079
resolve,15275,2710,
withdrawal,13044,3642,7642.13619286
deposit,1912,3643,1506.124
resolve,13649,2538,
withdrawal,63930,3644,9780.8205500
withdrawal,43244,3645,3504.49149
deposit,30777,3646,8079.79892
deposit,21293,3647,8558.226
deposit,41037,3648,5458.8821411
deposit,1,2,10.0,extra
resolve,3368,3046,
withdrawal,53193,3649,4888.330443
dispute,19889,3570,
chargeback,235,1295,
withdrawal,56480,3650,1262.3593627
chargeback,4602,912,
resolve,49998,830,
chargeback,26884,3406,
chargeback,7727,2529,
deposit,52647,3651,9214.578934
withdrawal,14148,3652,60.7506
resolve,17698,294,
resolve,63076,1980,
withdrawal,19893,3653,4040.70132
deposit,13242,3654,606.810
deposit,4582,3655,4209.41752217
dispute,48776,199,
deposit,8604,3656,6884.8828848
dispute,5950,433,
dispute,59802,2616,
deposit,61652,3657,5810.72
deposit,58623,3658,2626.2928
withdrawal,31153,3659,8830.839
dispute,30640,3516,
resolve,3514,3467,
deposit,32671,3660,6710.72
resolve,26956,860,
withdrawal,34303,3661,7096.65577
chargeback,10395,2346,
resolve,6022,2525,
deposit,56883,3662,3494.6761441
deposit,42082,3663,6254.85206971
chargeback,8964,3157,
chargeback,32744,285,
deposit,53869,3664,6355.248545
dispute,47716,2508,
deposit,26439,3665,2103.93951191
dispute,57395,2720,
deposit,3693,3666,2665.575474
resolve,23453,1220,
deposit,63418,3667,8019.215
withdrawal,9996,3668,7127.000082
deposit,39081,3669,9511.779408
chargeback,35522,1,
withdrawal,7815,3670,40.94307
deposit,33601,3671,4438.2396753
chargeback,56464,3288,
deposit,27353,3672,2971.74170346
deposit,19360,3673,6625.7332
deposit,64865,3674,6084.76
deposit,44449,3675,8048.973
deposit,46411,3676,4873.91025545
resolve,57297,814,
dispute,7957,2989,
chargeback,51390,1152,
dispute,16705,2912,
deposit,40134,3677,4325.0672240
chargeback,16974,3279,
withdrawal,1276,3678,4927.390
deposit,33706,3679,6628.58372118
chargeback,59310,3398,
resolve,50796,1395,
resolve,21703,942,
dispute,27012,1691,
resolve,16033,2084,
resolve,57311,3064,
resolve,33601,3671,
dispute,24887,2965,
deposit,54495,3680,6426.04753831
chargeback,47216,2378,
chargeback,34913,729,
resolve,1401,2141,
deposit,41994,3681,6684.10
dispute,53595,1226,
chargeback,7949,3557,
withdrawal,64591,3682,7616.79030881
dispute,19937,2724,
chargeback,24894,751,
chargeback,32975,1679,
deposit,11052,3683,3369.52654633
deposit,20489,3684,3802.8236
chargeback,31096,2474,
withdrawal,17004,3685,8924.05
resolve,49400,579,
resolve,29336,2764,
deposit,31579,3686,8238.104
chargeback,17019,980,
chargeback,2995,270,
withdrawal,6753,3687,4066.1955456
dispute,33735,1221,
chargeback,11006,1300,
deposit,1,2,10.0,extra
withdrawal,64129,3688,6368.25
dispute,53284,98,
resolve,55669,1401,
dispute,64141,572,
resolve,10143,570,
resolve,24887,2965,
deposit,6788,3689,6763.5538964
deposit,44484,3690,8162.2187
dispute,16646,2690,
deposit,13915,3691,1120.692971
resolve,16648,1798,
chargeback,44324,1873,
withdrawal,20660,3692,1164.995
dispute,15621,2890,
withdrawal,47554,3693,672.5251555
resolve,11865,2637,
resolve,40158,1113,
deposit,32576,3694,4948.321550
resolve,3721,2386,
chargeback,30140,764,
deposit,58387,3695,1095.484
resolve,54529,258,
deposit,33996,3696,1186.6658
chargeback,3521,92,
chargeback,58515,1994,
deposit,22412,3697,8587.172
deposit,24515,3698,8939.0179645
resolve,33811,2472,
withdrawal,55732,3699,8355.138043
deposit,23465,3700,7098.85868101
deposit,11419,3701,4776.6979
dispute,63280,676,
resolve,27545,2217,
deposit,1,2,10.0,extra
deposit,27650,3702,503.548796
resolve,57967,2218,
withdrawal,37286,3703,6548.17
chargeback,7756,3098,
deposit,55643,3704,8978.681557
deposit,41726,3705,3419.63
withdrawal,6878,3706,4348.7982
dispute,36194,2941,
deposit,16760,3707,9208.03
deposit,51327,3708,8610.7248186
chargeback,51336,761,
withdrawal,12126,3709,4275.1741268
dispute,64784,2745,
dispute,57347,3020,
dispute,24992,2804,
withdrawal,52755,3710,3040.1023406
resolve,26807,2462,
resolve,740,2614,
withdrawal,35865,3711,7945.71367
dispute,56642,2962,
chargeback,16335,1260,
withdrawal,25033,3712,2907.679
chargeback,36468,3555,
resolve,1856,2867,
resolve,2903,1755,
